awaiting_async_process,id,creation_time,failed,failed_reason,time_of_death,type,fingerprint_hash,recruiter_id,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status,vars,elt_id,elt_id_max,page_uuid,aborted,complete,answer,answer_accumulators,branch_log,for_loops,failure_tags,last_response_id,base_payment,performance_bonus,unpaid_bonus,client_ip_address,auth_token,answer_is_fresh,browser_platform,module_state_id,current_trial_id,trial_status,page_count,class,aborted_modules,started_modules,finished_modules,module_id,progress,estimated_bonus,main_consent
False,60,2022-11-30 21:35:12,False,,,Bot,,bot_recruiter,eb220c48-df3a-4f61-bcc2-11cc1870ad0f,84dee7d3-2fb4-4d7a-8905-c47ca0efd657,eb220c48-df3a-4f61-bcc2-11cc1870ad0f:84dee7d3-2fb4-4d7a-8905-c47ca0efd657,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:35:12.728260', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:35:12.744561'}",[129],[129],1f80b55e-352c-846e-0f50-187a8b0bcd38,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],287,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,61,2022-11-30 21:35:17,False,,,Bot,,bot_recruiter,acc7ae98-32da-46ad-9748-513f5c5118d5,4dcb8d82-b66b-47ee-afa8-f06d92f769fc,acc7ae98-32da-46ad-9748-513f5c5118d5:4dcb8d82-b66b-47ee-afa8-f06d92f769fc,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:35:17.735754', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:35:17.752905'}",[129],[129],34efbaa6-27ee-4a23-36d8-202037c27cb7,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],292,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,62,2022-11-30 21:35:22,False,,,Bot,,bot_recruiter,b3f49f8c-9a54-4c6e-959c-ab14d13435c3,646cca83-8b51-4232-886c-978959dbfc03,b3f49f8c-9a54-4c6e-959c-ab14d13435c3:646cca83-8b51-4232-886c-978959dbfc03,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:35:22.729190', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:35:22.745655'}",[129],[129],c70c93e0-1e31-e0ea-a84e-ddb5a26e9111,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],297,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,63,2022-11-30 21:35:27,False,,,Bot,,bot_recruiter,7fb95253-0bdd-4fbf-abd6-2d7b61bd5563,9172a9ab-1513-436e-b3ad-7b0c75e4872e,7fb95253-0bdd-4fbf-abd6-2d7b61bd5563:9172a9ab-1513-436e-b3ad-7b0c75e4872e,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:35:27.739463', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:35:27.755415'}",[129],[129],74ba4640-567d-36e2-0412-f2d4ab8c5877,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],302,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,64,2022-11-30 21:35:32,False,,,Bot,,bot_recruiter,13dadabb-898d-408d-87ad-213fc82e1567,a0e0fded-ce38-42b0-8e74-57db930b5a8c,13dadabb-898d-408d-87ad-213fc82e1567:a0e0fded-ce38-42b0-8e74-57db930b5a8c,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:35:32.734207', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:35:32.750940'}",[129],[129],33121669-830b-4bc7-5b4f-96294389d03b,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],307,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,65,2022-11-30 21:35:37,False,,,Bot,,bot_recruiter,363d8c5a-6f22-4354-8b98-241138128fa0,d1d01f79-d660-4fbd-952b-b11b26f5fc8c,363d8c5a-6f22-4354-8b98-241138128fa0:d1d01f79-d660-4fbd-952b-b11b26f5fc8c,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:35:37.741899', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:35:37.758798'}",[129],[129],08930dee-658b-3ac1-2bd1-00d3733162c6,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],312,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,66,2022-11-30 21:35:42,False,,,Bot,,bot_recruiter,0489935f-6307-4652-a1e8-8c3acfb52659,058e884b-a798-4b0d-b663-404da7a78bcc,0489935f-6307-4652-a1e8-8c3acfb52659:058e884b-a798-4b0d-b663-404da7a78bcc,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:35:42.742226', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:35:42.757485'}",[129],[129],cb723fbf-fdf5-dc0d-7c73-295db81f4dbf,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],317,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,67,2022-11-30 21:35:47,False,,,Bot,,bot_recruiter,8e3ac0ce-62ae-4cf0-b98c-e2ed3f837282,d214e92b-1f46-4c88-a3a3-31617a239602,8e3ac0ce-62ae-4cf0-b98c-e2ed3f837282:d214e92b-1f46-4c88-a3a3-31617a239602,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:35:47.734395', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:35:47.751851'}",[129],[129],1adc320f-3250-bab1-1a12-d67f731414a5,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],322,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,68,2022-11-30 21:35:52,False,,,Bot,,bot_recruiter,0513859f-3683-467f-a532-b64aee1c8d96,141ca46b-5b53-4501-8b18-a39fc5ca7b0f,0513859f-3683-467f-a532-b64aee1c8d96:141ca46b-5b53-4501-8b18-a39fc5ca7b0f,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:35:52.748872', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:35:52.765522'}",[129],[129],3fd60b37-3071-4eb9-924d-ebf92e0281b1,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],327,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,69,2022-11-30 21:35:57,False,,,Bot,,bot_recruiter,f38165e8-8a7c-452b-a13f-4fd4c811e800,635ddadc-7702-4e5c-bf31-b4b315c7e06c,f38165e8-8a7c-452b-a13f-4fd4c811e800:635ddadc-7702-4e5c-bf31-b4b315c7e06c,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:35:58.454125', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:35:58.565734'}",[129],[129],f33fbaa6-4932-180f-ce51-cea2d2d10e92,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],332,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,70,2022-11-30 21:36:02,False,,,Bot,,bot_recruiter,0462d41a-1e97-4f17-b255-243832833659,3d55cfb7-7544-44c2-9b95-b2125930f6be,0462d41a-1e97-4f17-b255-243832833659:3d55cfb7-7544-44c2-9b95-b2125930f6be,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:02.756036', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:02.773561'}",[129],[129],451067b5-a2e3-7906-40c4-63caf08595de,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],337,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,71,2022-11-30 21:36:07,False,,,Bot,,bot_recruiter,51580145-6067-4cea-abaf-33623c359dbb,b84e042f-54c4-48d6-8782-435b538a1798,51580145-6067-4cea-abaf-33623c359dbb:b84e042f-54c4-48d6-8782-435b538a1798,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:07.805709', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:07.825986'}",[129],[129],6fb0e40c-a858-640d-88d3-1b3f6ce7a583,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],342,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,72,2022-11-30 21:36:12,False,,,Bot,,bot_recruiter,fbf91f48-2c5d-4c54-b3fa-712ebff3441c,1cb5a499-6175-4cdd-8275-28de8ee75775,fbf91f48-2c5d-4c54-b3fa-712ebff3441c:1cb5a499-6175-4cdd-8275-28de8ee75775,,debug,,,,{},working,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:12.858669', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:12.874759'}","[61, 0]",[129],7b399535-83d8-4f5b-0b2a-041d98019d98,False,False,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],347,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,144.0,37.0,available,4,Bot,[],"['main_consent', 'graph_demo']",['main_consent'],graph_demo,0.21052631578947367,0.12,True
False,73,2022-11-30 21:36:17,False,,,Bot,,bot_recruiter,2b5681f5-97e3-4b5c-9c04-6bb7356e5adf,b3ca2362-7c8a-42c0-8d0a-8f687ebdaf1c,2b5681f5-97e3-4b5c-9c04-6bb7356e5adf:b3ca2362-7c8a-42c0-8d0a-8f687ebdaf1c,,debug,,,,{},working,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:17.865491', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:17.886713'}","[61, 0]",[129],a4583e8e-f194-6a6a-fdcc-f7ec9f5af26e,False,False,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],351,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,146.0,38.0,available,4,Bot,[],"['main_consent', 'graph_demo']",['main_consent'],graph_demo,0.21052631578947367,0.12,True
False,74,2022-11-30 21:36:22,False,,,Bot,,bot_recruiter,0c1a7e95-fabe-40c0-a7ae-b49b60ab3835,1c088d00-283e-4332-b9ad-0e186df0b898,0c1a7e95-fabe-40c0-a7ae-b49b60ab3835:1c088d00-283e-4332-b9ad-0e186df0b898,,debug,,,,{},working,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:22.794624', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:22.813323'}","[61, 0]",[129],e11ecbfa-8217-ac50-c81c-7aa22f08ecf3,False,False,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],355,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,148.0,39.0,available,4,Bot,[],"['main_consent', 'graph_demo']",['main_consent'],graph_demo,0.21052631578947367,0.12,True
False,75,2022-11-30 21:36:27,False,,,Bot,,bot_recruiter,e79a89c6-04d0-4e18-b29c-7de6d6a56077,1a7da5ea-9ea9-4d47-bbec-c3f35a8f8183,e79a89c6-04d0-4e18-b29c-7de6d6a56077:1a7da5ea-9ea9-4d47-bbec-c3f35a8f8183,,debug,,,,{},working,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:27.900394', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:27.923751'}","[61, 0]",[129],7a9a3811-882a-d36a-ef58-9a12e9c72b29,False,False,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],359,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,150.0,40.0,available,4,Bot,[],"['main_consent', 'graph_demo']",['main_consent'],graph_demo,0.21052631578947367,0.12,True
False,76,2022-11-30 21:36:32,False,,,Bot,,bot_recruiter,a07dd637-6c35-4afc-a353-63c358d71a69,9028d79e-0cf6-4a07-a607-2dd90d41e3fe,a07dd637-6c35-4afc-a353-63c358d71a69:9028d79e-0cf6-4a07-a607-2dd90d41e3fe,,debug,,,,{},working,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:32.844794', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:32.904701'}","[61, 0]",[129],773db898-0ca5-bc4c-05a4-8d68ae3c22e9,False,False,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],363,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,152.0,41.0,available,4,Bot,[],"['main_consent', 'graph_demo']",['main_consent'],graph_demo,0.21052631578947367,0.12,True
False,77,2022-11-30 21:36:37,False,,,Bot,,bot_recruiter,75835f57-beae-49cb-a3e1-af3805f2178c,7636146f-17dc-405b-899e-f7886447ed1c,75835f57-beae-49cb-a3e1-af3805f2178c:7636146f-17dc-405b-899e-f7886447ed1c,,debug,,,,{},working,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:37.999809', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:38.026736'}","[61, 0]",[129],c1047b72-bdf6-8571-d7e1-715cf8a37f12,False,False,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],367,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,154.0,42.0,available,4,Bot,[],"['main_consent', 'graph_demo']",['main_consent'],graph_demo,0.21052631578947367,0.12,True
False,78,2022-11-30 21:36:42,False,,,Bot,,bot_recruiter,eba54c04-ea42-43d4-973f-db8cc3106fe7,f9154245-e00e-498e-8ae6-5bd6edfd1d07,eba54c04-ea42-43d4-973f-db8cc3106fe7:f9154245-e00e-498e-8ae6-5bd6edfd1d07,,debug,,,,{},working,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:43.077677', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:43.116279'}","[61, 0]",[129],fb6f61e5-fd92-1b67-bcdb-724e169bf4d3,False,False,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],371,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,156.0,43.0,available,4,Bot,[],"['main_consent', 'graph_demo']",['main_consent'],graph_demo,0.21052631578947367,0.12,True
False,79,2022-11-30 21:36:47,False,,,Bot,,bot_recruiter,5bf8dfc1-1016-4ea3-b1be-1cc20956caa5,8d4fca86-c23e-47c4-8368-31895bed92e2,5bf8dfc1-1016-4ea3-b1be-1cc20956caa5:8d4fca86-c23e-47c4-8368-31895bed92e2,,debug,,,,{},working,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:47.949855', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:47.972297'}","[61, 0]",[129],58a2376c-b8c1-4a00-f677-58cfed41053d,False,False,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],375,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,158.0,44.0,available,4,Bot,[],"['main_consent', 'graph_demo']",['main_consent'],graph_demo,0.21052631578947367,0.12,True
False,80,2022-11-30 21:36:52,False,,,Bot,,bot_recruiter,912e9154-b8eb-49d3-82ff-244e5517af2f,74f9d219-cee1-4110-876e-8e8bac777575,912e9154-b8eb-49d3-82ff-244e5517af2f:74f9d219-cee1-4110-876e-8e8bac777575,,debug,,,,{},working,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:52.840148', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:52.862333'}","[61, 0]",[129],23be0445-1f23-9868-888d-a2e08aef1762,False,False,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],379,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,160.0,45.0,available,4,Bot,[],"['main_consent', 'graph_demo']",['main_consent'],graph_demo,0.21052631578947367,0.12,True
False,81,2022-11-30 21:36:57,False,,,Bot,,bot_recruiter,08b1f4df-ef95-41f7-b2e1-88a9d2c16247,74d0e232-08af-4afc-ad3a-00fc19e7c873,08b1f4df-ef95-41f7-b2e1-88a9d2c16247:74d0e232-08af-4afc-ad3a-00fc19e7c873,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:36:57.728760', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:36:57.744268'}",[129],[129],c024e904-ecd9-7411-fadb-03b770dde7ea,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],383,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,82,2022-11-30 21:37:02,False,,,Bot,,bot_recruiter,19671ddd-fb14-45d4-b056-a494243daea0,7d7bcee8-0830-4007-85ff-220194f89b5f,19671ddd-fb14-45d4-b056-a494243daea0:7d7bcee8-0830-4007-85ff-220194f89b5f,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:37:02.755495', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:37:02.771549'}",[129],[129],92466288-8a0e-f084-9ff9-fe1739adfd47,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],388,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,83,2022-11-30 21:37:07,False,,,Bot,,bot_recruiter,3eae1b32-b384-4051-b2b6-148144e51745,1aa4e7d1-1d5d-4e43-adb9-0b953f8c4420,3eae1b32-b384-4051-b2b6-148144e51745:1aa4e7d1-1d5d-4e43-adb9-0b953f8c4420,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:37:07.750133', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:37:07.768236'}",[129],[129],7062e50d-b376-e424-5edc-a5f874c3d088,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],393,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
